Trial,Stimulus 1 Value,Stimulus 1 Std,Stimulus 2 Value,Stimulus 2 Std
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-5.0,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
1.0,0,0.1,-4.9,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
2.0,0,0.1,-4.800000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
3.0,0,0.1,-4.700000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
4.0,0,0.1,-4.600000000000001,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
5.0,0,0.1,-4.500000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
6.0,0,0.1,-4.400000000000002,0.1
