Trial,Stimulus 1 Value,Stimulus 1 Std,Stimulus 2 Value,Stimulus 2 Std
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
51.0,0,0.30000000000000004,0.09999999999998188,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
52.0,0,0.30000000000000004,0.19999999999998153,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
53.0,0,0.30000000000000004,0.29999999999998117,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
54.0,0,0.30000000000000004,0.3999999999999808,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
55.0,0,0.30000000000000004,0.49999999999998046,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
56.0,0,0.30000000000000004,0.5999999999999801,0.30000000000000004
